CustomerIndex,Geography,Gender,Age,AgeGroup,Balance,BalanceStatus,NumOfProducts,IsActiveMember,ActivityStatus,CreditScore,Tenure,EstimatedSalary,ChurnProbability,RiskScore,RiskLevel,CustomerValueScore,CustomerValueSegment,RetentionPriority,RecommendedAction
2382,France,Male,30,26-35,128207.23,Positive Balance,1,1,Active,676,1,55400.17,0.03660763,3.660763,Low,6049.15,High Value,Monitor,Standard engagement
2383,France,Male,42,36-45,132739.26,Positive Balance,2,0,Inactive,697,9,174667.65,0.050938364,5.0938364,Low,7760.65,High Value,Monitor,Standard engagement
2384,France,Female,40,36-45,0.0,Zero Balance,2,0,Inactive,732,10,154189.08,0.107651025,10.7651025,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
2385,France,Male,27,26-35,120509.81,Positive Balance,1,0,Inactive,623,4,142170.44,0.07983897,7.983897,Low,5559.150000000001,Medium Value,Monitor,Standard engagement
2386,France,Male,46,46-55,124547.13,Positive Balance,2,0,Inactive,541,4,94499.06,0.20887357,20.887357,Moderate,7277.65,High Value,Medium,Proactive engagement
2387,Spain,Female,39,36-45,0.0,Zero Balance,2,1,Active,773,4,182081.45,0.04590401,4.590401,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
2388,Germany,Male,34,26-35,88815.56,Positive Balance,2,0,Inactive,762,4,68562.26,0.08152586,8.152586000000001,Low,5398.15,Medium Value,Monitor,Standard engagement
2389,Spain,Female,35,26-35,82231.51,Positive Balance,2,0,Inactive,655,1,88798.02,0.07317868,7.317868,Low,5213.349999999999,Medium Value,Monitor,Standard engagement
2390,Germany,Male,32,26-35,184715.86,Positive Balance,2,0,Inactive,602,7,113781.99,0.013680119,1.3680119,Low,9132.65,High Value,Monitor,Standard engagement
2391,France,Male,31,26-35,0.0,Zero Balance,2,0,Inactive,850,3,121866.87,0.010147056,1.0147055999999999,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
2392,Spain,Male,51,46-55,0.0,Zero Balance,1,1,Active,649,4,150390.57,0.5055662,50.556619999999995,High,2029.0500000000002,Low Value,Medium,Product engagement review
2393,Germany,Male,28,26-35,147972.19,Positive Balance,1,0,Inactive,850,4,60708.72,0.2902279,29.022789999999997,Moderate,7007.45,High Value,Medium,Proactive engagement
2394,France,Male,43,36-45,0.0,Zero Balance,2,1,Active,543,9,78858.07,0.021484852,2.1484851999999997,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
2395,France,Male,52,46-55,170008.84,Positive Balance,1,0,Inactive,672,8,56407.42,0.6333921,63.33921,Very High,7540.149999999999,High Value,Critical,Priority relationship outreach
2396,France,Female,27,26-35,0.0,Zero Balance,2,1,Active,600,3,125698.97,0.013140531,1.3140531,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
2397,Spain,Female,34,26-35,0.0,Zero Balance,1,0,Inactive,671,10,23235.38,0.24393152,24.393152,Moderate,2029.0500000000002,Low Value,Monitor,Monitor and engage
2398,Spain,Female,42,36-45,95386.82,Positive Balance,1,1,Active,706,8,75732.25,0.10759817,10.759817,Low,4177.349999999999,Medium Value,Monitor,Standard engagement
2399,Germany,Male,51,46-55,90373.28,Positive Balance,2,0,Inactive,541,7,179861.79,0.6193152,61.93151999999999,Very High,5448.549999999999,Medium Value,High,Re-engagement campaign
2400,Germany,Male,34,26-35,133467.77,Positive Balance,2,1,Active,711,4,42976.64,0.044043306,4.4043306,Low,7799.149999999999,High Value,Monitor,Standard engagement
2401,Spain,Male,30,26-35,0.0,Zero Balance,2,1,Active,630,3,10486.69,0.0077159745,0.77159745,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
2402,France,Male,31,26-35,96288.26,Positive Balance,1,0,Inactive,531,3,56794.73,0.07358925,7.358924999999999,Low,4217.95,Medium Value,Monitor,Standard engagement
2403,France,Female,26,26-35,91547.84,Positive Balance,2,1,Active,641,4,28157.34,0.013928355,1.3928355,Low,5488.450000000001,Medium Value,Monitor,Standard engagement
2404,Germany,Male,37,36-45,138292.64,Positive Balance,2,0,Inactive,631,8,152422.91,0.12442274,12.442274000000001,Low,8046.95,High Value,Monitor,Standard engagement
2405,France,Male,35,26-35,0.0,Zero Balance,1,0,Inactive,685,9,167033.83,0.13326764,13.326763999999999,Low,2029.0500000000002,Low Value,Monitor,Standard engagement
2406,Spain,Male,32,26-35,71667.74,Positive Balance,1,1,Active,702,8,126082.18,0.052042797,5.2042797,Low,3538.95,Medium Value,Monitor,Standard engagement
2407,Germany,Female,43,36-45,118994.84,Positive Balance,1,0,Inactive,708,0,181499.77,0.7086776,70.86776,Very High,5483.549999999999,Medium Value,High,Re-engagement campaign
2408,Spain,Male,55,46-55,0.0,Zero Balance,2,1,Active,653,7,41967.03,0.035517436,3.5517436,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
2409,Germany,Male,37,36-45,145610.07,Positive Balance,2,0,Inactive,654,2,186300.59,0.08209847,8.209847,Low,8370.349999999999,High Value,Monitor,Standard engagement
2410,France,Female,33,26-35,138162.81,Positive Balance,1,0,Inactive,596,1,85412.54,0.10198684,10.198684,Low,6589.55,High Value,Monitor,Standard engagement
2411,Germany,Female,31,26-35,135020.21,Positive Balance,2,1,Active,549,9,23343.18,0.045808516,4.5808516,Low,7879.650000000001,High Value,Monitor,Standard engagement
2412,France,Male,38,36-45,0.0,Zero Balance,2,0,Inactive,754,2,180698.32,0.03482396,3.482396,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
2413,Germany,Female,25,18-25,135161.67,Positive Balance,1,1,Active,815,8,136071.05,0.10829594,10.829594,Low,6439.049999999999,High Value,Monitor,Standard engagement
2414,France,Female,52,46-55,0.0,Zero Balance,1,0,Inactive,556,9,175149.2,0.93436944,93.436944,Very High,2029.0500000000002,Low Value,High,Re-engagement campaign
2415,France,Male,32,26-35,94486.47,Positive Balance,1,1,Active,706,6,146949.74,0.033669524,3.3669523999999997,Low,4140.95,Medium Value,Monitor,Standard engagement
2416,France,Male,46,46-55,117640.39,Positive Balance,1,0,Inactive,850,9,88920.68,0.32199907,32.199907,Moderate,5403.750000000001,Medium Value,Monitor,Monitor and engage
2417,Spain,Female,33,26-35,111379.55,Positive Balance,1,1,Active,732,8,45098.62,0.07164186,7.164186,Low,5032.75,Medium Value,Monitor,Standard engagement
2418,France,Male,40,36-45,0.0,Zero Balance,1,1,Active,614,6,20339.79,0.26986516,26.986515999999998,Moderate,2029.0500000000002,Low Value,Monitor,Monitor and engage
2419,Spain,Female,57,56-65,136820.99,Positive Balance,1,1,Active,580,0,108528.74,0.2839356,28.39356,Moderate,6509.049999999999,High Value,Medium,Proactive engagement
2420,France,Female,46,46-55,98752.51,Positive Balance,1,0,Inactive,593,7,145560.38,0.42415413,42.415413,High,4339.749999999999,Medium Value,High,Re-engagement campaign
2421,Germany,Female,25,18-25,158266.42,Positive Balance,3,1,Active,653,2,199357.24,0.32092533,32.092533,Moderate,9506.85,High Value,Medium,Proactive engagement
2422,France,Female,29,26-35,105599.67,Positive Balance,1,1,Active,746,4,43106.17,0.07275664,7.275664,Low,4697.45,Medium Value,Monitor,Standard engagement
2423,France,Female,29,26-35,0.0,Zero Balance,2,0,Inactive,662,10,137508.31,0.032814443,3.2814443,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
2424,France,Male,31,26-35,0.0,Zero Balance,2,1,Active,573,2,91957.39,0.006015787,0.6015787,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
2425,Spain,Female,39,36-45,139723.9,Positive Balance,1,1,Active,684,4,120612.11,0.089848496,8.9848496,Low,6660.249999999999,High Value,Monitor,Standard engagement
2426,France,Female,41,36-45,141806.46,Positive Balance,1,0,Inactive,793,3,102921.17,0.094089694,9.4089694,Low,6759.65,High Value,Monitor,Standard engagement
2427,Germany,Female,49,46-55,132571.67,Positive Balance,1,1,Active,798,5,31686.33,0.6434308,64.34308,Very High,6297.649999999999,High Value,Critical,Priority relationship outreach
2428,France,Male,40,36-45,180516.9,Positive Balance,1,0,Inactive,524,2,180002.42,0.5807942,58.079420000000006,High,7655.65,High Value,Critical,Priority relationship outreach
2429,France,Male,31,26-35,0.0,Zero Balance,2,1,Active,816,8,28407.4,0.013285409,1.3285409,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
2430,Germany,Female,41,36-45,92805.72,Positive Balance,1,1,Active,742,4,73743.95,0.45538554,45.538554,High,4085.6499999999996,Medium Value,High,Product engagement review
2431,France,Male,22,18-25,0.0,Zero Balance,3,1,Active,540,4,186233.26,0.64847904,64.847904,Very High,4208.549999999999,Medium Value,High,Targeted retention outreach
2432,Germany,Male,39,36-45,135309.36,Positive Balance,1,0,Inactive,537,3,31728.86,0.41676834,41.676834,High,6446.049999999998,High Value,Critical,Priority relationship outreach
2433,Spain,Female,74,66+,128917.84,Positive Balance,1,1,Active,759,6,48244.64,0.0062514916,0.62514916,Low,6095.349999999999,High Value,Monitor,Standard engagement
2434,France,Female,52,46-55,56580.93,Positive Balance,1,0,Inactive,774,2,113266.28,0.8661369,86.61369,Very High,3374.4499999999994,Low Value,High,Re-engagement campaign
2435,Germany,Male,42,36-45,131390.75,Positive Balance,2,0,Inactive,608,8,71178.09,0.13029048,13.029048,Low,7686.450000000001,High Value,Monitor,Standard engagement
2436,Spain,Male,37,36-45,0.0,Zero Balance,2,0,Inactive,704,4,25684.93,0.031826008,3.1826008000000003,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
2437,France,Male,41,36-45,0.0,Zero Balance,2,0,Inactive,581,8,29737.14,0.023008117,2.3008117,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
2438,Germany,Female,61,56-65,97361.66,Positive Balance,1,1,Active,628,1,149922.38,0.55291176,55.291176,High,4272.549999999999,Medium Value,High,Product engagement review
2439,France,Female,42,36-45,0.0,Zero Balance,1,0,Inactive,566,6,180702.12,0.6791921,67.91920999999999,Very High,2029.0500000000002,Low Value,High,Re-engagement campaign
2440,Spain,Male,59,56-65,0.0,Zero Balance,2,1,Active,701,7,27597.59,0.027950533,2.7950533,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
2441,Spain,Male,29,26-35,0.0,Zero Balance,2,1,Active,735,10,95025.27,0.012610193,1.2610193,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
2442,France,Female,34,26-35,0.0,Zero Balance,2,0,Inactive,680,1,167035.07,0.014501337,1.4501336999999999,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
2443,France,Male,57,56-65,0.0,Zero Balance,2,1,Active,560,0,116781.71,0.07044029,7.044029,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
2444,Germany,Female,29,26-35,102714.65,Positive Balance,2,0,Inactive,663,4,21170.81,0.0701579,7.015789999999999,Low,5984.749999999999,High Value,Monitor,Standard engagement
2445,France,Female,34,26-35,67816.72,Positive Balance,1,1,Active,665,5,29641.58,0.081447825,8.1447825,Low,3481.55,Medium Value,Monitor,Standard engagement
2446,France,Male,51,46-55,81710.46,Positive Balance,1,1,Active,758,8,116520.07,0.292276,29.2276,Moderate,3748.9499999999994,Medium Value,Monitor,Monitor and engage
2447,France,Male,26,26-35,75237.54,Positive Balance,1,1,Active,621,2,44220.4,0.026623873,2.6623873,Low,3597.0499999999993,Medium Value,Monitor,Standard engagement
2448,Germany,Male,28,26-35,124023.18,Positive Balance,1,0,Inactive,764,10,166188.28,0.23150705,23.150705,Moderate,5793.649999999999,Medium Value,Monitor,Monitor and engage
2449,Germany,Female,46,46-55,100727.5,Positive Balance,1,1,Active,537,5,140857.76,0.71850675,71.850675,Very High,4437.75,Medium Value,High,Product engagement review
2450,France,Female,46,46-55,107238.85,Positive Balance,2,0,Inactive,589,10,37024.28,0.22539714,22.539714,Moderate,6240.950000000001,High Value,Medium,Proactive engagement
2451,France,Male,24,18-25,0.0,Zero Balance,2,0,Inactive,555,5,27513.47,0.011593996,1.1593996,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
2452,France,Female,29,26-35,139994.66,Positive Balance,1,0,Inactive,734,0,17744.72,0.1750542,17.50542,Low,6678.45,High Value,Monitor,Standard engagement
2453,Spain,Female,59,56-65,126224.87,Positive Balance,1,1,Active,783,9,4423.63,0.1699442,16.994419999999998,Low,5925.25,Medium Value,Monitor,Standard engagement
2454,Germany,Female,51,46-55,145751.03,Positive Balance,1,0,Inactive,678,1,109718.44,0.9055469,90.55469000000001,Very High,6924.849999999999,High Value,Critical,Priority relationship outreach
2455,France,Male,47,46-55,0.0,Zero Balance,1,1,Active,661,5,107243.31,0.45297265,45.297264999999996,High,2029.0500000000002,Low Value,Medium,Product engagement review
2456,Spain,Female,25,18-25,121166.89,Positive Balance,1,1,Active,607,4,115288.24,0.069373116,6.9373116,Low,5599.049999999999,Medium Value,Monitor,Standard engagement
2457,Spain,Female,38,36-45,0.0,Zero Balance,2,1,Active,537,1,41233.97,0.04763279,4.763279,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
2458,Spain,Male,88,66+,0.0,Zero Balance,2,1,Active,513,10,52952.24,0.003836793,0.3836793,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
2459,France,Male,63,56-65,70655.48,Positive Balance,1,0,Inactive,576,9,78955.8,0.96624035,96.62403499999999,Very High,3522.149999999999,Medium Value,High,Re-engagement campaign
2460,Germany,Male,41,36-45,129901.21,Positive Balance,1,0,Inactive,660,1,26025.6,0.5564756,55.64756,High,6159.049999999999,High Value,Critical,Priority relationship outreach
2461,France,Male,40,36-45,125470.81,Positive Balance,1,1,Active,637,8,174536.17,0.12201541,12.201541,Low,5878.349999999999,Medium Value,Monitor,Standard engagement
2462,France,Female,53,46-55,169406.33,Positive Balance,4,1,Active,672,9,147311.47,0.97371924,97.37192399999999,Very High,9760.149999999998,High Value,Critical,Priority relationship outreach
2463,France,Male,32,26-35,0.0,Zero Balance,2,1,Active,629,2,77965.44,0.008222065,0.8222065000000001,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
2464,Germany,Male,40,36-45,107041.3,Positive Balance,1,1,Active,583,4,5635.63,0.3582027,35.82027,High,4779.349999999999,Medium Value,High,Product engagement review
2465,Spain,Female,32,26-35,95153.77,Positive Balance,1,1,Active,763,10,81310.1,0.047834884,4.7834884,Low,4166.849999999999,Medium Value,Monitor,Standard engagement
2466,Germany,Male,32,26-35,145166.09,Positive Balance,2,0,Inactive,516,3,111421.45,0.07047148,7.047148,Low,8351.45,High Value,Monitor,Standard engagement
2467,France,Female,27,26-35,0.0,Zero Balance,2,0,Inactive,617,4,190269.21,0.045680225,4.5680225,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
2468,France,Male,38,36-45,65962.63,Positive Balance,1,1,Active,700,9,100950.48,0.07825192,7.825192,Low,3466.1499999999996,Low Value,Monitor,Standard engagement
2469,Germany,Male,36,36-45,140418.81,Positive Balance,1,1,Active,727,6,113033.73,0.27127308,27.127308,Moderate,6698.749999999998,High Value,Medium,Proactive engagement
2470,Spain,Female,31,26-35,139799.63,Positive Balance,1,1,Active,689,3,120663.57,0.09199386,9.199386,Low,6664.449999999999,High Value,Monitor,Standard engagement
2471,Germany,Male,49,46-55,171787.84,Positive Balance,2,0,Inactive,626,9,187192.23,0.1732669,17.32669,Low,9016.45,High Value,Monitor,Standard engagement
2472,France,Male,38,36-45,149238.97,Positive Balance,1,1,Active,686,6,97825.23,0.05364913,5.3649130000000005,Low,7062.75,High Value,Monitor,Standard engagement
2473,Germany,Female,57,56-65,163146.46,Positive Balance,1,0,Inactive,351,4,169621.69,0.97543347,97.543347,Very High,7417.649999999999,High Value,Critical,Priority relationship outreach
2474,France,Female,37,36-45,0.0,Zero Balance,2,0,Inactive,739,8,191557.1,0.118025675,11.8025675,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
2475,France,Male,32,26-35,0.0,Zero Balance,2,0,Inactive,627,10,103287.62,0.017871272,1.7871272,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
2476,Germany,Female,38,36-45,61482.47,Positive Balance,1,1,Active,451,9,167538.66,0.17150238,17.150238,Low,3414.3499999999995,Low Value,Monitor,Standard engagement
2477,France,Female,41,36-45,145150.28,Positive Balance,1,0,Inactive,512,8,64869.32,0.3142842,31.428420000000003,Moderate,6898.249999999999,High Value,Medium,Proactive engagement
2478,France,Female,41,36-45,126670.37,Positive Balance,1,0,Inactive,774,5,102426.06,0.14771175,14.771175,Low,5951.15,High Value,Monitor,Standard engagement
2479,France,Female,40,36-45,84390.8,Positive Balance,2,1,Active,652,8,107876.2,0.08163324,8.163324,Low,5279.8499999999985,Medium Value,Monitor,Standard engagement
2480,Germany,Male,37,36-45,89728.86,Positive Balance,2,1,Active,638,2,37294.88,0.048739884,4.8739884,Low,5426.849999999999,Medium Value,Monitor,Standard engagement
2481,France,Female,57,56-65,0.0,Zero Balance,2,0,Inactive,475,1,89248.99,0.7184513,71.84513,Very High,3480.1499999999996,Low Value,High,Re-engagement campaign
2482,Spain,Male,40,36-45,118628.8,Positive Balance,1,0,Inactive,567,4,91973.63,0.16714701,16.714701,Low,5462.549999999999,Medium Value,Monitor,Standard engagement
2483,France,Male,37,36-45,0.0,Zero Balance,2,0,Inactive,750,3,16870.2,0.023964122,2.3964122,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
2484,France,Male,39,36-45,96863.13,Positive Balance,1,1,Active,850,6,121681.19,0.06529016,6.529016,Low,4245.25,Medium Value,Monitor,Standard engagement
2485,France,Female,38,36-45,142263.45,Positive Balance,1,1,Active,753,6,33730.43,0.13071948,13.071947999999999,Low,6777.849999999998,High Value,Monitor,Standard engagement
2486,Spain,Female,36,36-45,0.0,Zero Balance,2,0,Inactive,683,7,104786.59,0.033610832,3.3610832,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
2487,France,Female,32,26-35,0.0,Zero Balance,1,0,Inactive,710,3,94790.34,0.21954562,21.954562,Moderate,2029.0500000000002,Low Value,Monitor,Monitor and engage
2488,Spain,Female,21,18-25,0.0,Zero Balance,2,0,Inactive,645,1,28726.07,0.02470044,2.470044,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
2489,France,Male,28,26-35,122724.37,Positive Balance,1,1,Active,714,6,67057.27,0.05561274,5.561274,Low,5708.95,Medium Value,Monitor,Standard engagement
2490,Germany,Female,35,26-35,174902.26,Positive Balance,1,0,Inactive,696,4,69079.85,0.16514589,16.514588999999997,Low,7599.65,High Value,Monitor,Standard engagement
2491,Spain,Female,26,26-35,0.0,Zero Balance,2,1,Active,612,4,179780.74,0.032391727,3.2391727,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
2492,Germany,Female,31,26-35,108914.17,Positive Balance,1,1,Active,520,3,183572.39,0.51385915,51.385915000000004,High,4892.749999999999,Medium Value,High,Product engagement review
2493,Spain,Male,23,18-25,98052.66,Positive Balance,1,1,Active,782,10,142587.32,0.02791853,2.791853,Low,4303.349999999999,Medium Value,Monitor,Standard engagement
